Date,equal weight,one share,rebalanced
2023-01-04,0.0071801951641710104,-0.0026946006015478832,0.0071801951641710104
2023-01-05,-0.02156033362705961,-0.02075074547457803,-0.02156033362705961
2023-01-06,0.027405554727587354,0.023400299453305608,0.027405554727587354
2023-01-09,0.020714689479357815,0.014757634422459368,0.020714689479357815
2023-01-10,0.01179807033689577,0.010212673882427059,0.01179807033689577
2023-01-11,0.026162458703055644,0.02764198622688389,0.026162458703055644
2023-01-12,0.010436544605812502,0.008634956934236344,0.010436544605812502
2023-01-13,0.009943979404522057,0.006360333328486795,0.009943979404522057
2023-01-17,0.014357980197087512,0.009384340154375248,0.014357980197087512
2023-01-18,-0.013174516558960804,-0.013670747438141574,-0.013174516558960804
2023-01-19,-0.005899575844673601,-0.003023268381437286,-0.005899575844673601
2023-01-20,0.0413668460731752,0.03641359588217778,0.0413668460731752
2023-01-23,0.035482895818353274,0.02711027466025836,0.035482895818353274
2023-01-24,-0.0026624693446208572,-0.0025368097466212857,-0.0026624693446208572
2023-01-25,-0.004029510403114363,-0.0053627831635990495,-0.004029510403114363
2023-01-26,0.03978013412883438,0.04101678731198603,0.03978013412883438
2023-01-27,0.03612924904667344,0.03213609033832057,0.03612924904667344
2023-01-30,-0.03660418259022496,-0.03168873334092216,-0.03660418259022496
2023-01-31,0.021848758176306972,0.021546377767239482,0.021848758176306972
2023-02-01,0.032074875801021516,0.025033943673680534,0.03002106244275099
2023-02-02,0.0746893448641529,0.07890949314927104,0.07660528803162676
2023-02-03,-0.01999777621257142,-0.0162559606992448,-0.021154366329332392
2023-02-06,-0.002406978391276447,-0.0029146914228289867,-0.004073569221987889
2023-02-07,0.02743625444680396,0.026419608084163708,0.028213615463462873
2023-02-08,-0.01666852471011812,-0.016649573511800967,-0.019307157442929986
2023-02-09,-0.007611259812919081,-0.00958786461902317,-0.010255589338495179
2023-02-10,-0.02280562603443935,-0.016482423820736235,-0.02013110208908601
2023-02-13,0.015116379994041822,0.016632807129025377,0.01651596782330093
2023-02-14,0.023312618720810627,0.015999674222155494,0.019302030431986163
2023-02-15,0.006490033188359544,0.0058971311732304976,0.005781288269594186
2023-02-16,-0.030827214053417904,-0.029742930467730966,-0.02901586304795288
2023-02-17,-0.0034416674503815834,-0.0012250441567409438,-0.0050748983607302725
2023-02-21,-0.029348609810929974,-0.02699210734283086,-0.02777589537700829
2023-02-22,0.004589126751365218,0.0029562203777299986,0.003629876023269991
2023-02-23,0.02555428891600353,0.008242143476139612,0.02361600264689436
2023-02-24,-0.019214832346131194,-0.019718713258970816,-0.018978859458775504
2023-02-27,0.014550956775497276,0.013748614648822412,0.012272592474244936
2023-02-28,0.0006643495573498861,0.0026743343792957706,0.0014348723304460735
2023-03-01,-0.013745483746489618,-0.012260211255742537,-0.013100561922966257
2023-03-02,-0.001447880048273623,-0.0031245838324190775,0.0026287638606685097
2023-03-03,0.03288280780157822,0.03299093148582479,0.031676695394643004
2023-03-06,-0.0031938683698515165,7.523322241529026e-05,-0.0007584924335624247
2023-03-07,-0.013334790782423674,-0.013295326766843196,-0.012175752788190313
2023-03-08,0.0033701892890708614,-0.0027408354930371862,0.004167670387139405
2023-03-09,-0.024541280000777217,-0.020772418760464508,-0.021988798542975856
2023-03-10,-0.012580985170334678,-0.011497112876373467,-0.013535270486171933
2023-03-13,0.00960611699262862,0.012625564532804208,0.010685347091031193
2023-03-14,0.04052947722770127,0.03835470971036674,0.03787009474932944
2023-03-15,0.008415651688115066,0.009689254256825246,0.010547710082827483
2023-03-16,0.03653833475576513,0.03368522885809042,0.03711514949803318
2023-03-17,-0.0090932185990507,-0.01004893593461866,-0.007159334123932713
2023-03-20,0.002819944108243285,-0.000972790765179955,0.000491734860817599
2023-03-21,0.02941600224932768,0.028302144234925625,0.026861930261666125
2023-03-22,-0.011707680680359297,-0.014099256437335665,-0.011369547909773714
2023-03-23,0.01513763751425178,0.014055858365679455,0.01499418472554714
2023-03-24,-0.0017751297874410601,0.0027399199348730483,-0.0005732046009612609
2023-03-27,-0.009694082072688808,-0.01052319309974769,-0.011235107407838523
2023-03-28,-0.008840760304302307,-0.008705958664471184,-0.00875130865766685
2023-03-29,0.021161070006115203,0.020896367543379996,0.020509892525068112
2023-03-30,0.010134447621712419,0.00989201875960611,0.00980376902275019
2023-03-31,0.025126165660249528,0.025450481408795664,0.022837412381110353
2023-04-03,-0.008576474142973885,-0.010118804313540388,-0.0064068399506383945
2023-04-04,-0.0026114297209862266,9.933319898091141e-05,-0.0011104151683080925
2023-04-05,-0.018700099439620595,-0.017000709401646295,-0.017319885340517302
2023-04-06,0.013461963502698066,0.016099534938288015,0.015103454938464938
2023-04-10,-0.002803512317658919,-0.007323843223427398,-0.00444550144152613
2023-04-11,-0.008543284893352892,-0.009059972818996686,-0.009855043184264767
2023-04-12,-0.013873016422496193,-0.009152463660457948,-0.012373318184926525
2023-04-13,0.02544479410801755,0.0290791413740291,0.027062030630983926
2023-04-14,0.0018085957327238873,-0.0019114651960506998,0.001440399385678373
2023-04-17,-0.0004940433745034958,-0.0004562424451853273,-0.0016497002579404718
2023-04-18,0.0001888515933533352,-0.0036379516318876,-0.0006534141214876005
2023-04-19,-0.00016626831393747025,-0.0023124448035988345,0.001004290664485147
2023-04-20,-0.024810141186535135,-0.022099901970580614,-0.01981975311719651
2023-04-21,0.004110818179065255,0.00294977247648799,0.004307157030438659
2023-04-24,-0.00425300379589297,-0.0058515670241171555,-0.003854202706699797
2023-04-25,-0.022037309127137618,-0.020373114802195585,-0.022103265605148404
